Id,Model,Price,Age_08_04,Mfg_Month,Mfg_Year,KM,Fuel_Type,HP,Met_Color,Automatic,cc,Doors,Cylinders,Gears,Quarterly_Tax,Weight,Mfr_Guarantee,BOVAG_Guarantee,Guarantee_Period,ABS,Airbag_1,Airbag_2,Airco,Automatic_airco,Boardcomputer,CD_Player,Central_Lock,Powered_Windows,Power_Steering,Radio,Mistlamps,Sport_Model,Backseat_Divider,Metallic_Rim,Radio_cassette,Tow_Bar
122,Corolla 1.6 16V VVT I 5DR TERRA COMFORT 4/5-Doors,18950,13,8,2003,57037,Petrol,110,0,0,1600,5,4,5,85,1115,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0
123,?Corolla 2.0 D4D Linea Terra Comfort 4/5-Doors,19950,19,2,2003,51099,Diesel,90,1,0,2000,5,4,5,234,1255,0,0,3,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1
124,?Corolla 1.6 16V VVT I 5DR TERRA 4/5-Doors,16350,14,7,2003,40010,Petrol,110,1,0,1600,5,4,5,85,1115,1,1,3,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0
125,Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors,18950,20,1,2003,39115,Petrol,110,1,0,1600,5,4,5,85,1130,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1
126,Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors,16950,17,4,2003,36012,Petrol,110,0,0,1600,5,4,5,85,1130,1,1,3,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0
127,Corolla 1.6 16V VVT I 5DR EXEC 4/5-Doors,21750,16,5,2003,36000,Petrol,110,1,0,1600,5,4,5,85,1130,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
128,Corolla 1.6 VVT-i Linea Sol 4/5-Doors,15950,20,1,2003,36000,Petrol,110,1,0,1600,5,4,5,19,1075,0,1,3,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1
129,Corolla 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors,16500,20,1,2003,35000,Petrol,97,1,0,1400,5,4,5,85,1110,0,0,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0
130,Corolla 1.4 16V VVT I 5DR SOL 4/5-Doors,17950,17,4,2003,33740,Petrol,97,1,0,1400,5,4,5,85,1135,0,1,3,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0
131,Corolla 1.6 vvt-i nw model comfort airco 5drs 4/5-Doors,15850,13,8,2003,33477,Petrol,110,1,0,1600,5,4,5,19,1075,0,0,3,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
132,Corolla 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors,16250,20,1,2003,32627,Petrol,97,1,0,1400,5,4,5,85,1110,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0
133,?Corolla 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors,15950,20,1,2003,29797,Petrol,97,1,0,1400,5,4,5,85,1110,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0
134,Corolla 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors,16250,19,2,2003,29441,Petrol,97,1,0,1400,5,4,5,85,1110,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0
135,Corolla 1 6-16v VVT-i Linea Terra Comfort Airco 5drs 4/5-Doors,15950,13,8,2003,29371,Petrol,110,1,0,1600,4,4,5,19,1105,0,0,24,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
136,?Corolla 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors,16500,20,1,2003,29000,Petrol,97,0,0,1400,5,4,5,85,1110,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0
137,Corolla 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors,16500,19,2,2003,27821,Petrol,97,0,0,1400,5,4,5,85,1110,1,1,3,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0
138,Corolla 1.4 16V VVT I 5DR SOL 4/5-Doors,18450,19,2,2003,27371,Petrol,97,0,0,1400,5,4,5,85,1135,0,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0
139,?Corolla 1.6 terra comfort 5drs airco 4/5-Doors,16250,13,8,2003,25170,Petrol,110,1,0,1600,5,4,5,19,1105,0,0,24,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
140,Corolla Luna 5drs D4D116 PK 4/5-Doors,23000,11,10,2003,25000,Diesel,116,1,0,2000,5,4,5,64,1320,0,0,3,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0
141,Corolla 1.6i 16V VVT I SOL + Navigatie 4/5-Doors,19900,20,1,2003,23000,Petrol,110,1,0,1600,5,4,5,85,1130,0,0,3,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0
142,Corolla 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors,16450,20,1,2003,22588,Petrol,97,1,0,1400,5,4,5,85,1110,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0
143,?Corolla 1.8 VVTL-i T-Sport 3-Drs 4/5-Doors,23950,19,2,2003,21684,Petrol,192,1,0,1800,5,4,5,19,1185,0,1,12,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0
144,?Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors,19950,13,8,2003,21428,Petrol,110,1,0,1600,5,4,5,85,1130,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
145,Corolla 1.6 16V VVT I SEDAN TERRA COMF 4/5-Doors,18500,16,5,2003,20629,Petrol,110,1,0,1600,4,4,5,85,1090,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0
146,Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors,18950,15,6,2003,20270,Petrol,110,1,0,1600,5,4,5,85,1130,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0
147,?Corolla 1.4 16V VVT I 5DR TERRA 4/5-Doors,16450,16,5,2003,20105,Petrol,97,0,0,1400,5,4,5,85,1110,1,1,3,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0
148,?Corolla 1.6 16V VVT I 5DR TERRA COMF AUT 4/5-Doors,20500,20,1,2003,20000,Petrol,110,0,1,1600,5,4,5,100,1165,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0
149,Corolla 1.6 16V VVT I 5DR EXEC BNS 4/5-Doors,24500,13,8,2003,19988,Petrol,110,1,0,1600,5,4,5,85,1130,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
150,Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors,19450,19,2,2003,18328,Petrol,110,0,0,1600,5,4,5,85,1130,1,1,3,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0
151,Corolla 1.6 16V VVT I SEDAN SOL AUT4 4/5-Doors,20950,14,7,2003,17896,Petrol,110,1,1,1600,4,4,5,85,1150,0,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0
152,?Corolla 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors,17200,20,1,2003,17300,Petrol,97,1,0,1400,5,4,5,85,1110,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0
153,Corolla 1.6 16V VVT I 5DR SOL BNS 4/5-Doors,19950,19,2,2003,17038,Petrol,110,0,0,1600,5,4,5,85,1130,1,1,3,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0
154,Corolla 1.4 16V VVT I 5DR LUNA BNS 4/5-Doors,18450,10,11,2003,13747,Petrol,97,1,0,1400,5,4,5,85,1110,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0
155,?Corolla 1.6 16V VVT I 5DR TERRA COMFORT 4/5-Doors,19500,12,9,2003,13634,Petrol,110,1,0,1600,5,4,5,85,1115,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0
156,Corolla 1.6 16V VVT I 5DR EXEC 4/5-Doors,21750,13,8,2003,13178,Petrol,110,1,0,1600,5,4,5,85,1130,1,1,3,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0
157,Corolla 1.4 16V VVT I SEDAN TERRA COMF 4/5-Doors,16868,15,6,2003,13157,Petrol,97,1,0,1400,4,4,5,85,1085,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0
158,Corolla 1.6 16V VVT I SEDAN SOL 4/5-Doors,19500,16,5,2003,13000,Petrol,110,1,0,1600,4,4,5,85,1105,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0
159,Corolla 1.6 16V VVT I 5DR TERRA COMFORT 4/5-Doors,18900,11,10,2003,12500,Petrol,110,1,0,1600,5,4,5,85,1115,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0
160,Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors,19750,17,4,2003,11999,Petrol,110,1,0,1600,5,4,5,85,1130,0,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
161,Corolla 1.6 16V VVT I 5DR SOL AUT4 4/5-Doors,19750,16,5,2003,11754,Petrol,110,0,1,1600,5,4,5,100,1180,0,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0
162,Corolla 1.6 16V VVT I SEDAN SOL 4/5-Doors,18950,16,5,2003,11000,Petrol,110,1,0,1600,4,4,5,85,1105,1,1,3,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0
163,?Corolla 1.6 16v VVTi Linea Sol 4/5-Doors,20750,17,4,2003,10000,Petrol,110,0,0,1598,5,4,5,85,1105,0,1,12,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0
164,Corolla 1.6 16V VVT I 5DR TERRA COMFORT 4/5-Doors,19600,9,12,2003,7650,Petrol,110,1,0,1600,5,4,5,85,1115,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0
165,Corolla 1.6 16v VVTi Terra Comfort 4/5-Doors,19500,14,7,2003,6500,Petrol,110,1,0,1600,4,4,5,85,1100,0,1,28,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0
166,Corolla 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors,17650,11,10,2003,6155,Petrol,97,1,0,1400,5,4,5,85,1110,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0
167,Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors,19950,14,7,2003,6000,Petrol,110,0,0,1600,5,4,5,85,1130,0,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0
168,Corolla 1.6 16V VVT I 5DR EXEC 4/5-Doors,19950,14,7,2003,5459,Petrol,110,1,0,1600,5,4,5,85,1130,0,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
169,Corolla 1.6 16V VVT I SEDAN SOL BNS AUT4 4/5-Doors,20950,14,7,2003,5278,Petrol,110,1,1,1600,4,4,5,85,1150,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0
170,Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors,20500,12,9,2003,5000,Petrol,110,1,0,1600,5,4,5,85,1130,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0
171,Corolla 1.4-16v VVT-i Linea Terra Comfort NIEUW AIRCO 4/5-Doors,17795,9,12,2003,1,Petrol,98,1,0,1400,4,4,5,19,1065,0,0,36,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
172,Corolla 1.6-16v VVT-i Linea Terra Comfort AIRCO NIEUW 5DRS 4/5-Doors,18245,9,12,2003,1,Petrol,110,1,0,1600,5,4,5,19,1075,0,0,36,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
173,Corolla 1.6-16v VVT-i Executive B.edition 4/5-Doors,23750,8,1,2004,11000,Petrol,110,1,0,1600,5,4,5,85,1130,0,1,24,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0
174,Corolla 1.4 16V VVT I 5DR LUNA 4/5-Doors,19500,8,1,2004,10077,Petrol,97,1,0,1400,5,4,5,85,1110,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0
175,?Corolla 1.4 16V VVT I 5DR LUNA 4/5-Doors,18950,8,1,2004,10000,Petrol,97,1,0,1400,5,4,5,85,1110,0,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0
176,Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors,21950,8,1,2004,9788,Petrol,110,1,0,1600,5,4,5,85,1130,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
177,Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors,19950,8,1,2004,8574,Petrol,110,1,0,1600,5,4,5,85,1130,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
178,Corolla 1.6 16V VVT I 5DR TERRA COMFORT 4/5-Doors,18950,8,1,2004,7000,Petrol,110,0,0,1600,5,4,5,85,1115,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0
179,Corolla 1.6 16V VVT I 5DR TERRA 4/5-Doors,19950,7,2,2004,6250,Petrol,110,1,0,1600,5,4,5,85,1115,0,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0
180,Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors,21950,8,1,2004,5000,Petrol,110,1,0,1600,5,4,5,85,1130,0,1,3,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0
181,Corolla 1.6 16V VVT I 5DR EXEC 4/5-Doors,22500,6,3,2004,3000,Petrol,110,0,0,1600,5,4,5,85,1130,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0
182,Corolla 1.6 VVT-I 5DR LINEA TERRA 4/5-Doors,18500,7,2,2004,2000,Petrol,110,0,0,1600,5,4,5,19,1075,0,1,24,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0
183,Corolla 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors,18700,7,2,2004,450,Petrol,97,1,0,1400,5,4,5,85,1110,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0
184,Corolla 1.4 16V 5DR TERRA 4/5-Doors,21125,2,7,2004,225,Petrol,97,1,0,1400,5,4,5,85,1110,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0
185,Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors,21500,2,7,2004,15,Petrol,110,1,0,1600,5,4,5,85,1130,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0
186,?Corolla 1.4-16v VVT-i Linea Terra Comfort NIEUW AIRCO 4/5-Doors,17795,1,8,2004,1,Petrol,98,1,0,1400,4,4,5,19,1100,0,0,36,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
187,Corolla 1.6-16v VVT-i Linea Terra Comfort NIEUW AIRCO 5drs 4/5-Doors,18245,1,8,2004,1,Petrol,110,1,0,1600,5,4,5,19,1075,0,0,36,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
188,Corolla 1.9 D HATCHB SOL 2/3-Doors,6950,43,2,2001,243000,Diesel,69,0,0,1900,3,4,5,185,1110,0,1,3,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0
189,Corolla 2.0 D4D SEDAN SOL 4/5-Doors,9500,38,7,2001,180638,Diesel,90,0,0,2000,4,4,5,210,1160,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0
190,Corolla 2.0 D4D LIFTB SOL 4/5-Doors,11950,40,5,2001,179860,Diesel,90,1,0,2000,5,4,5,210,1205,0,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0
191,Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,7750,43,2,2001,178858,CNG,110,0,0,1600,3,4,5,197,1084,0,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0
192,Corolla 1.9 D HATCHB TERRA 2/3-Doors,11950,40,5,2001,161000,Diesel,69,1,0,1900,3,4,5,185,1105,0,1,3,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0
193,Corolla 1.8D Stationwagen,4350,44,1,2001,158320,Diesel,69,0,0,1800,5,4,5,64,1110,0,0,3,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
194,Corolla 1.8D 4/5-Doors,4750,44,1,2001,131273,Diesel,69,1,0,1800,5,4,5,64,1110,0,0,3,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
195,Corolla 1.9 D LIFTB TERRA 4/5-Doors,11750,40,5,2001,130062,Diesel,69,1,0,1900,5,4,5,185,1140,0,1,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1
196,Corolla 1.9 D WAGON TERRA Stationwagen,13250,41,4,2001,123425,Diesel,69,1,0,1900,5,4,5,185,1140,0,1,3,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0
197,Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,11950,37,8,2001,118217,Petrol,110,1,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0
198,Corolla 1.9 D Sedan 4/5-Doors,11900,44,1,2001,110000,Diesel,69,1,0,1900,5,4,5,185,1095,0,0,6,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
199,Corolla 2.0 D4D LIFTB SOL 4/5-Doors,14750,39,6,2001,108847,Diesel,90,1,0,2000,5,4,5,210,1205,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1
200,Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,42,3,2001,105699,Petrol,97,1,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
201,Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11950,39,6,2001,98823,CNG,110,1,0,1600,5,4,5,197,1119,1,1,3,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1
202,Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11495,44,1,2001,96829,Petrol,110,1,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0
203,Corolla 1.4 VVTI Linea Terra 2/3-Doors,11250,40,5,2001,96518,Petrol,97,1,0,1400,3,4,5,69,1025,0,1,12,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1
204,Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,10500,42,3,2001,92204,Petrol,110,1,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0
205,Corolla 1.9 D HATCHB SOL 2/3-Doors,10450,35,10,2001,91456,Diesel,69,1,0,1900,3,4,5,185,1110,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0
206,Corolla 19D LB Linea Terra 4/5-Doors,12950,43,2,2001,89968,Diesel,69,1,0,1900,5,4,5,185,1140,0,0,3,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0
207,Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,11500,44,1,2001,89757,Petrol,110,1,0,1600,3,4,5,69,1045,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0
208,Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,12500,40,5,2001,85389,Petrol,110,1,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0
209,Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10950,43,2,2001,85017,Petrol,97,0,0,1400,5,4,5,85,1060,1,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0
210,Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11450,41,4,2001,84312,Petrol,110,0,0,1600,5,4,5,85,1080,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0
211,Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11950,37,8,2001,82743,CNG,110,1,0,1600,5,4,5,197,1121,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0
212,Corolla 1.9 D WAGON TERRA Stationwagen,13250,41,4,2001,81106,Diesel,69,1,0,1900,5,4,5,185,1140,0,1,3,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0
213,Corolla 2.0 D4D LIFTB SOL 4/5-Doors,14750,40,5,2001,80425,Diesel,90,1,0,2000,5,4,5,210,1205,0,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0
214,Corolla 1.6 16V VVT I LIFTB LUNA AUT4 4/5-Doors,11790,34,11,2001,78677,Petrol,110,1,1,1600,5,4,5,85,1105,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1
215,Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11450,40,5,2001,78425,Petrol,110,1,0,1600,5,4,5,85,1075,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1
216,Corolla 2.0 D4D HATCHB SOL 2/3-Doors,13500,33,12,2001,78108,Diesel,90,1,0,2000,3,4,5,210,1170,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0
217,Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,10950,33,12,2001,77321,Petrol,110,1,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0
218,Corolla 1.9 D HATCHB TERRA 2/3-Doors,13500,33,12,2001,75699,Diesel,69,0,0,1900,3,4,5,185,1105,1,1,3,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0
219,Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10950,41,4,2001,75697,Petrol,97,1,0,1400,3,4,5,69,1025,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
220,Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10950,44,1,2001,74846,Petrol,97,1,0,1400,3,4,5,69,1025,1,1,3,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0
221,Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,12950,38,7,2001,74319,Petrol,110,1,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1
222,Corolla 1.6 Terra LB 4/5-Doors,11950,43,2,2001,74285,Petrol,110,1,0,1600,5,4,5,85,1075,0,1,6,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
223,Corolla 1.6 HB LINEA SOL 4/5-Doors,12450,44,1,2001,74172,Petrol,110,1,0,1600,5,4,5,163,1615,1,1,3,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0
224,Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,11950,40,5,2001,73042,Petrol,110,1,0,1598,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1
225,Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,14950,44,1,2001,71793,CNG,110,1,0,1600,4,4,5,197,1067,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1
226,Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,12450,35,10,2001,71200,Petrol,110,1,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0
227,Corolla 1.6 16V VVT I WAGON BLUE Stationwagen,12950,38,7,2001,67805,Petrol,110,1,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0
228,Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,11950,35,10,2001,65988,Petrol,110,1,0,1600,3,4,5,69,1040,1,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0
229,Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors,11690,34,11,2001,65345,Petrol,97,1,0,1400,5,4,5,85,1060,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1
230,Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,12450,42,3,2001,64564,Petrol,110,1,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0
231,Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors,12750,36,9,2001,63459,Petrol,97,1,0,1400,5,4,5,85,1060,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0
232,Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,11925,44,1,2001,63451,Petrol,97,0,0,1400,3,4,5,69,1025,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
233,Corolla LIFTBACK 1.6-16v Linea Luna 4/5-Doors,12950,33,12,2001,62000,Petrol,110,1,0,1600,5,4,5,19,1075,1,0,12,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0
234,Corolla 1.4 16V VVT I HATCHB SOL 2/3-Doors,11950,42,3,2001,61300,Petrol,97,1,0,1400,3,4,5,69,1030,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0
235,Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,12900,41,4,2001,61200,Petrol,110,1,0,1600,3,4,5,69,1045,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0
236,Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11900,41,4,2001,61000,Petrol,110,0,0,1600,5,4,5,85,1075,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
237,Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11650,38,7,2001,60829,Petrol,110,1,0,1600,5,4,5,85,1075,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
238,Corolla 1.6 VVTI Linea Terra liftback 4/5-Doors,10950,44,1,2001,60500,Petrol,110,0,0,1600,5,4,5,85,1075,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
239,Corolla 1.9 D HB SOL 2/3-Doors,13950,35,10,2001,59500,Diesel,69,1,0,1900,3,4,5,64,1110,1,0,12,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0
240,Corolla 1.6 16V VVT I LIFTB SOL AUT4 4/5-Doors,13950,44,1,2001,59000,Petrol,110,0,1,1600,5,4,5,85,1110,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0
241,Corolla 1.6 VVT-i Linea Sol 4/5-Doors,11950,40,5,2001,58954,Petrol,110,1,0,1600,5,4,5,85,1080,0,1,12,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0
242,Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10950,38,7,2001,58798,Petrol,110,1,0,1600,5,4,5,85,1075,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
243,Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12450,38,7,2001,58363,Petrol,110,1,0,1600,3,4,5,85,1055,0,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0
